Question,Class,Head,Head_POS,Neck_Label,Root_POS,PER,LOC,OBJ,TEM,NUM
How many times a day should you take a prescription marked '' q.i.d . '' ?,NUM,How,WRB,np,VB,0,0,0,0,0
How much pizza do Americans eat in a day ?,NUM,How,WRB,np,VB,1,0,0,0,0
How fast do cheetahs run ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How fast is a 45Mhz processor ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,1
What are the odds of giving birth to twins ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
How far is London UK from California ?,NUM,How,WRB,advmod,VBZ,0,1,0,0,0
How many years old is Benny Carter ?,NUM,How,WRB,np,VBZ,1,0,0,1,0
How old is Stevie Wonder ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What was the death toll at the eruption of Mount Pinatubo ?,NUM,What,WP,ROOT,VBD,0,1,0,0,0
When will the millennium officially begin ?,NUM,When,WRB,aux,VB,0,0,0,0,0
What is the life span of the average monkey ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many member states are in the UN ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What are the dimensions of an ice hockey goal ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
When was CNN's first broadcast ?,NUM,When,WRB,ROOT,VBD,0,1,0,0,1
How long does it take sunlight to reach Earth ?,NUM,How,WRB,advmod,VB,0,1,0,0,0
How many milliseconds in a second ?,NUM,How,WRB,nc,NNS,0,0,0,0,1
When were camcorders introduced in Malaysia ?,NUM,When,WRB,auxpass,VBN,0,1,0,0,0
What is the chance of conceiving quadruplets ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What is the exchange rate for Australian to American money ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
How many states did Richard Nixon carry in 1972 ?,NUM,How,WRB,np,VB,1,0,0,1,0
How many shillings more than 2 were there in a guinea ?,NUM,How,WRB,np,VBD,0,0,0,0,1
What brand number graces the black label of a bottle of Jack Daniel's ?,NUM,What,WDT,nc,VBZ,0,1,0,0,0
In what year did China and the Republic of Korea establish diplomatic relations ?,NUM,In,IN,np,VB,0,1,0,0,0
How tall is the giraffe ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
How long did it take Stanley to find Livingstone ?,NUM,How,WRB,advmod,VB,1,1,0,0,0
How much of the nation's children between the ages of two and eleven watch ' The Simpsons ' ?,NUM,How,WRB,ROOT,JJ,0,0,1,1,0
How many people died because of a smoking problem in 1997 ?,NUM,How,WRB,np,VBD,0,0,0,1,0
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,NUM,How,WRB,np,VBD,1,1,0,0,0
Shea and Gould had an office in Los Angeles for how long before closing it ?,NUM,Shea,NNP,np,VBD,0,1,0,0,0
How many URL extensions are there ? and what are they ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How long after intercourse does it take to find out if you are pregnant ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many varieties of twins are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many people live in the Falklands ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How much money was the minimum wage in 1991 ?,NUM,How,WRB,np,VBD,0,0,0,1,0
In what year was the first patent for the pull-tab opener on cans obtained ?,NUM,In,IN,np,VBD,0,0,0,1,1
What is the regular price ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How much of the earth's surface is permanently frozen ?,NUM,How,WRB,np,JJ,0,1,0,0,0
When was Queen Victoria born ?,NUM,When,WRB,auxpass,VBN,1,0,0,0,0
How many people were executed for Abraham Lincoln's assassination ?,NUM,How,WRB,np,VBN,1,0,0,0,0
When was Yemen reunified ?,NUM,When,WRB,auxpass,VBD,0,1,0,0,0
What is the federal minimum wage ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What are the unemployment statistics for the years 1965 and 1990 ?,NUM,What,WP,ROOT,VBP,0,0,0,1,0
What is the horsepower of the shuttle boosters ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What year did Apartheid start ?,NUM,What,WDT,np,VB,1,0,0,0,0
How long was the longest hiccup attack ?,NUM,How,WRB,advmod,VBD,0,0,0,0,0
How many people live in Tokyo ?,NUM,How,WRB,np,VBP,0,1,0,0,0
When did humans first begin to write history seriously ?,NUM,When,WRB,aux,VB,0,0,0,0,1
What was the average life expectancy during the Stone Age ?,NUM,What,WP,ROOT,VBD,0,1,0,0,0
How many U.S. presidents were assassinated during Queen Victoria's reign ?,NUM,How,WRB,np,VBN,1,1,0,0,0
When was the first flush toilet invented ?,NUM,When,WRB,auxpass,VBD,0,0,0,0,1
How many disks does each player have in a four-handed game of Crokinole ?,NUM,How,WRB,np,VB,0,0,1,0,1
How old is the sun ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What percentage of children between the ages of two and eleven watch ' The Simpsons ' ?,NUM,What,WDT,nc,NN,0,0,1,1,0
How many years ago did Led Zeppelin release its last album ?,NUM,How,WRB,np,NNP,1,0,0,1,0
How many people was Randy Craft convicted of killing ?,NUM,How,WRB,np,VBD,1,0,0,0,0
What season is the setting for Shakespeare's Midsummer Night's Dream ?,NUM,What,WDT,np,VBZ,1,0,1,0,0
What is the current ticket fare from from Cairo to Barbados ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How many cubic feet of space does a gallon of water occupy ?,NUM,How,WRB,np,VBZ,0,0,0,0,1
How many earthworms are in a single pasture ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the average hourly rate of American workers ?,NUM,What,WP,ROOT,VBZ,1,0,0,1,0
In what year did they build the Berlin Wall ?,NUM,In,IN,np,VB,0,0,0,0,0
When will Jean Aeul publish her next book ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How many meters are in a mile ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many milligrams are in a gram ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How long is human gestation ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What's the population of Mississippi ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How old is Jeremy Piven ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
How many colored squares are there on a Rubik's Cube ?,NUM,How,WRB,np,VBP,1,1,0,0,0
How often are quadruplets born ?,NUM,How,WRB,advmod,VBN,0,0,0,0,0
How many presidents have died on the 4th of July ?,NUM,How,WRB,np,VBN,0,0,0,1,1
What season begins with the vernal equinox ?,NUM,What,WDT,np,VBZ,0,0,0,0,0
How long were Tyrannosaurus Rex's teeth ?,NUM,How,WRB,acomp,VBD,1,0,0,0,0
What year were the Olympic Games played in where Nadia Comaneci became popular ?,NUM,What,WDT,np,VBD,0,1,1,1,0
The Shea & Gould law firm had an office in L.A. for how many years ?,NUM,The,DT,np,VBD,0,1,0,0,0
How long does it take the typical American to eat 23 quarts of ice cream ?,NUM,How,WRB,advmod,VB,1,0,0,0,1
What is the frequency of VHF ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many electoral votes does it take to win presidency ?,NUM,How,WRB,np,VB,0,0,0,0,0
In what year was the movie the Ten Commandments released ?,NUM,In,IN,np,VBD,0,1,0,1,0
When was the De Beers company founded ?,NUM,When,WRB,auxpass,VBD,0,1,0,0,0
What is the date of Bastille Day ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
How much folic acid should an expectant mother get daily ?,NUM,How,WRB,np,VB,0,0,0,1,0
How much caffeine is in a 16 oz cup of coffee ?,NUM,How,WRB,np,VBZ,0,0,0,0,1
What is Columbia Tristar's phone number ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
When did Princess Diana and Prince Charles get married ?,NUM,When,WRB,aux,VBN,1,0,0,0,0
How many Leos have been Pope ?,NUM,How,WRB,np,VBN,1,1,0,0,0
How many fiddlers did Old King Cole have ?,NUM,How,WRB,np,VBP,0,0,1,0,0
What is the population in India ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How long do flies live ?,NUM,How,WRB,nc,NNS,0,0,0,0,0
How many times a day does the typical person go to the bathroom ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many feet long is a baseball pitcher's rubber ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How many times larger than life size is the Statue of Liberty ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How long does a human live ?,NUM,How,WRB,nc,NN,0,0,0,0,0
How many Superbowls have the ers won ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What's a perfect score in a gymnastics exercise ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,NUM,On,IN,np,VB,1,0,0,0,0
What are the highest-paying odds on a roulette table ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
In what year did the US Marine Corps adopt the motto '' Semper Fidelis '' ?,NUM,In,IN,np,NNP,1,1,0,1,0
How many films did Ingmar Bergman make ?,NUM,How,WRB,np,VB,1,0,0,0,0
When was the first Barbie produced ?,NUM,When,WRB,auxpass,VBD,1,0,0,0,0
How many more weeks of winter are there if a ground hog sees his shadow ?,NUM,How,WRB,np,VBP,0,0,0,1,0
What year did nylon stockings first go on sale ?,NUM,What,WDT,np,VB,0,0,0,0,0
When did the Jurassic Period end ?,NUM,When,WRB,aux,NN,0,0,1,0,0
What was the date of Iraq's invasion of Kuwait ?,NUM,What,WP,ROOT,VBD,0,1,0,0,0
How many different vegetation zones are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
When was the Bill of Rights ratified ?,NUM,When,WRB,auxpass,VBN,0,0,1,0,0
What year did the first issue of '' Playboy '' come out ?,NUM,What,WDT,np,VB,0,0,1,0,1
How many layers does a bottle of Yoo-Hoo settle into ?,NUM,How,WRB,np,VBP,0,0,1,0,0
What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,NUM,What,WP,ROOT,VBD,0,1,0,1,0
How many stations do you shoot from in the basketball game '' Around the World '' ?,NUM,How,WRB,np,IN,0,0,1,0,0
What is the average age a horse lives ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many children does Ray Davies of the Kinks have ?,NUM,How,WRB,np,VBZ,1,0,0,0,0
How many years did Shea & Gould practice law in Los Angeles ?,NUM,How,WRB,np,VBD,0,1,0,0,0
How much salt is in the oceans ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How many stars are there in Big Dipper ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many wings does a flea have ?,NUM,How,WRB,np,VB,0,0,0,0,0
What is the population of Mozambique ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How long is Camptown Racetrack ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
How many people was Randy Craft convicted of murdering ?,NUM,How,WRB,np,VBD,1,0,0,0,0
On which date is the Ukrainians ' Christmas ?,NUM,On,IN,np,VBZ,1,0,0,1,0
What is the average weight for a man ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How much is Clara Peller being paid by Wendy's to say '' Where's the beef '' ?,NUM,How,WRB,advmod,VBZ,1,1,0,0,0
What was the date of CNN's first broadcast ?,NUM,What,WP,ROOT,VBD,0,1,0,0,1
When was Calypso music invented ?,NUM,When,WRB,auxpass,VBN,1,0,0,0,0
How old is Bernadette Peters ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
What is Dick Clark's birthday ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
When did Hitler come to power in Germany ?,NUM,When,WRB,aux,VB,1,1,0,0,0
When did Gothic art and architecture flourish ?,NUM,When,WRB,aux,VB,0,0,0,0,0
What day of the week was July 13 ?,NUM,What,WDT,np,VBD,0,0,0,1,0
Approximately how many students are enrolled at the University of Massachusetts ?,NUM,Approximately,RB,np,VBN,0,1,0,0,0
How many American soldiers have died for their country to date ?,NUM,How,WRB,np,VBN,1,0,0,0,0
What year was the NAACP founded ?,NUM,What,WDT,np,VBN,0,1,0,0,0
In what year did Thatcher gain power ?,NUM,In,IN,np,VB,1,0,0,1,0
How hot does the inside of an active volcano get ?,NUM,How,WRB,acomp,NN,0,0,0,0,0
What is the size of Argentina ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What date is Richard Nixon's birthday ?,NUM,What,WDT,np,VBZ,1,0,0,0,0
What percent of world's fresh water is found in Canada ?,NUM,What,WDT,np,VBN,0,1,0,0,0
CNN's first broadcast occurred on what date ?,NUM,CNN,NNP,np,VBD,0,1,0,0,1
How many grooves are on a dime ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What number of American soldiers remain unaccounted from the Vietnam war ?,NUM,What,WDT,np,VBP,1,0,1,0,0
How many consecutive baseball games did Lou Gehrig play ?,NUM,How,WRB,np,VBD,1,0,0,0,0
How many different types of skunks are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What year did Spielberg make '' Jaws '' ?,NUM,What,WDT,np,VB,1,0,0,0,0
What's the percentage of children aged two through eleven who watch ' 'The Simpsons ' ?,NUM,What,WP,ROOT,VBZ,0,0,1,1,0
How much money does each player get at the beginning of the game in Monopoly ?,NUM,How,WRB,np,VB,0,1,0,0,0
What year was the ATM first introduced ?,NUM,What,WDT,np,VBD,0,1,0,0,0
What does 7847+5943 equal ?,NUM,What,WP,aux,JJ,0,0,0,1,0
What is Dick Clark's date of birth ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
How many equal sides are there on a scalene triangle ?,NUM,How,WRB,np,VBP,0,0,0,0,0
In which year was the cartoon character Chilly Willy created ?,NUM,In,IN,np,VBD,1,0,0,1,0
How large is Missouri's population ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
When was the internal combustion engine developed ?,NUM,When,WRB,auxpass,VBN,0,0,0,0,0
What time does Wee Willie Winkie run through the town ?,NUM,What,WDT,np,VBD,1,0,0,0,0
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM,What,WDT,np,VBZ,1,0,0,0,0
What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,NUM,What,WDT,np,VBD,1,0,0,0,0
How many varieties of apple are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the average life expectancy of a male in Ireland in 1996 ?,NUM,What,WP,ROOT,VBZ,0,1,0,1,0
How many URL extensions are there ? and what are they ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the chemical reactivity of helium ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
When do you plant winter wheat ?,NUM,When,WRB,aux,VB,0,0,0,1,0
How many counties are in Indiana ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What is the exchange rate between England and the U.S. ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What is the protection rate of using condoms ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many corners does a spritsail have ?,NUM,How,WRB,np,VB,0,0,0,0,0
How far can you see ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
When did Nostradamus believe World War III would begin ?,NUM,When,WRB,aux,VB,1,0,1,0,0
When was London's Docklands Light Railway constructed ?,NUM,When,WRB,auxpass,VBN,0,1,0,0,0
How long did the Charles Manson murder trial last ?,NUM,How,WRB,advmod,RB,1,0,0,0,0
How long does it take for your blood to make one complete trip through the body ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
When do MORMONS believe Christ was born ?,NUM,When,WRB,aux,VB,0,0,0,0,0
In what year was actress Joan Collins born ?,NUM,In,IN,np,VBD,1,0,0,1,0
What is average salary of restaurant manager in United States ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How long do cardinal eggs incubate ?,NUM,How,WRB,advmod,JJ,0,0,0,0,0
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,NUM,How,WRB,np,VBN,0,1,0,0,1
How many films are made by the major studios in a year ?,NUM,How,WRB,np,VBN,0,0,0,1,0
How many small businesses are there in the U.S .,NUM,How,WRB,np,VBP,0,1,0,0,0
What age is Benny Carter ?,NUM,What,WDT,np,VBZ,1,0,0,0,0
What day is known as the '' national day of prayer '' ?,NUM,What,WDT,np,VBN,0,0,0,0,0
What was Einstein's IQ ?,NUM,What,WP,ROOT,VBD,1,0,0,0,0
How many real fruit juices are there in a can of Hawaiian Punch ?,NUM,How,WRB,np,VBP,1,0,0,0,0
How much does a poodle weigh ?,NUM,How,WRB,np,NN,0,0,0,0,0
How many points are there on a Backgammon board ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many frames does a disk camera shoot ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
When did Theo Rousseau paint the '' Forest of Fontaine '' ?,NUM,When,WRB,aux,VB,1,0,1,0,0
How many people have been Captain America ?,NUM,How,WRB,np,VBN,0,1,0,0,0
In what year was Gandhi assassinated ?,NUM,In,IN,np,VBD,1,0,0,1,0
What is the time it takes a typist to type a screenplay that is 100 pages long ?,NUM,What,WP,np,VBZ,0,0,0,0,1
How many pairs of wings does a tsetse fly have ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
The film '' Jaws '' was made in what year ?,NUM,The,DT,nc,VBN,0,0,0,1,0
How long do hermit crabs live ?,NUM,How,WRB,advmod,JJ,0,0,0,0,0
What month were you born in if your birthstone is sardonyx ?,NUM,What,WDT,np,VBN,0,0,0,1,0
How much money can a person be fined for having a dog on a beach ?,NUM,How,WRB,np,VBN,0,0,0,0,0
What date did man first land on the moon ?,NUM,What,WDT,np,NN,0,1,0,0,1
How many web servers are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many trees go into paper making in a year ?,NUM,How,WRB,np,VBP,0,0,0,1,0
How far out is the universe ?,NUM,How,WRB,advmod,VBZ,0,0,0,0,0
How many warmup pitches does a reliever get coming into a baseball game ?,NUM,How,WRB,np,VBG,0,0,0,0,0
How many Fig Newtons are there to the pound ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many bones are there in the human hand ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How far is it from Phoenix to Blythe ?,NUM,How,WRB,advmod,VBZ,0,1,0,0,0
How many people watch network television ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many horses are there on a polo team ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How long does it take to hike the entire Appalachian Trail ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many times can a nickel-cadmium rechargeable battery be recharged ?,NUM,How,WRB,np,VBN,0,0,0,0,0
How many seats does the Batmobile sport ?,NUM,How,WRB,np,VBZ,1,0,0,0,0
How many cards are dealt to each player in Gin Rummy ?,NUM,How,WRB,np,VBN,1,0,0,0,0
What time of year do most people fly ?,NUM,What,WDT,np,VB,0,0,0,0,0
When is the Thai New Year ?,NUM,When,WRB,ROOT,VBZ,0,0,1,0,0
How far can a human eye see ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
What time of year has the most air travel ?,NUM,What,WDT,np,VBZ,0,0,0,0,0
When was the G7 group of nations formed ?,NUM,When,WRB,ROOT,VBD,0,1,0,0,0
When did they canonize the Bible ?,NUM,When,WRB,aux,VB,0,0,1,0,0
What percentage of all world tornados touch down in the US ?,NUM,What,WDT,np,VBP,0,1,0,0,0
When did the Carolingian period begin ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How many emperors were there in the Roman Empire ?,NUM,How,WRB,np,VBD,0,1,0,0,0
On what day were John F and Jackie Kennedy married ?,NUM,On,IN,np,VBD,1,0,0,1,0
How old is singer Freedy Johnston ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
When did Spain and Korea start ambassadorial relations ?,NUM,When,WRB,aux,VBP,0,1,0,0,0
How many grooves are on a dime's edge ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
How long would it take for a $ savings bond to mature ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
What is the average cost for four years of medical school ?,NUM,What,WP,ROOT,VBZ,0,0,0,1,0
How many spears are there on Kenya's flag ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What's men's par on a 455-yard golf hole ?,NUM,What,WP,np,VBZ,0,0,0,0,1
What percentage of American men are alcoholic ?,NUM,What,WDT,np,VBP,1,0,0,0,0
What are the numbers that fit into Fermont's last theorem ?,NUM,What,WP,ROOT,VBP,0,1,0,0,0
How many Americans have HIV ?,NUM,How,WRB,np,VBP,1,0,0,0,0
How many teats does a female goat sport ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How tall is kilamanjaro ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What is the number of American soldiers deployed to South Korea ?,NUM,What,WP,ROOT,VBZ,1,1,0,0,0
What is the estimated total U.S. whitetail deer population ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What number is at 12 o 'clock on a dartboard ?,NUM,What,WDT,np,VBZ,0,0,0,0,1
How many miles of veins are in the circulatory system ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many '' No '' answers was the What's My Line ? panel allowed ?,NUM,How,WRB,ROOT,VBN,0,0,0,0,0
What is the fine for having a dog on a beach ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many four star generals were there and who are they ?,NUM,How,WRB,np,VBD,0,0,0,0,1
When did Nixon die ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How many members are in the California congressional delegation ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How long did Shea and Gould practice law in Los Angeles ?,NUM,How,WRB,advmod,VBD,1,1,0,0,0
What's a perfect score in a gymnastics exercise ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
At what age did Rossini stop writing opera ?,NUM,At,IN,np,VB,1,0,0,0,0
How old was Gene Siskel ?,NUM,How,WRB,acomp,VBD,1,0,0,0,0
How many calories are there in soy sauce ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How big is our galaxy in diameter ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
When is a woman most fertile ?,NUM,When,WRB,ROOT,VBZ,0,0,0,0,0
How many people in Tucson ?,NUM,How,WRB,nc,NNS,0,1,0,0,0
How much is a Canadian 1967 twenty dollar gold coin worth ?,NUM,How,WRB,np,VBZ,1,0,0,1,0
How many years did Sleeping Beauty sleep ?,NUM,How,WRB,np,VBG,0,0,0,0,0
How long does it take for your body to restore blood after you donate your blood ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many years make up a lustrum ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How old is the Italian artist Maurizio Pellegrin ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
When was the NFL established ?,NUM,When,WRB,auxpass,VBN,0,1,0,0,0
How fast must a spacecraft travel to escape Earth's gravity ?,NUM,How,WRB,ROOT,RB,0,1,0,0,0
How many rings are there on a five-zone archery target ?,NUM,How,WRB,np,VBP,0,0,0,1,0
How many Israeli athletes were killed at the Munich Olympics ?,NUM,How,WRB,np,VBN,1,0,1,0,0
When was Richard Nixon born ?,NUM,When,WRB,auxpass,VBD,1,0,0,0,0
What is the recomended age to switch a child from a crib to a bed ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
When is the Sun closest to the Earth ?,NUM,When,WRB,ROOT,VBZ,1,1,0,0,0
What is the average hours per months spent online by AOL users ?,NUM,What,WP,ROOT,VBZ,0,1,0,1,0
How far away is the moon ?,NUM,How,WRB,advmod,VBZ,0,0,0,0,0
When did Amtrak begin operations ?,NUM,When,WRB,aux,VB,0,1,0,0,0
How many bones are in the human hand ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many chemical elements are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the youngest age a boy or girl can have an orgasm ?,NUM,What,WP,np,VB,0,0,0,0,0
How many dogs pull a sled in the Iditarod ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How long does cocaine stay in your system ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,NUM,How,WRB,np,VBD,1,0,0,1,0
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas's 1886 painting The Tub ?,NUM,How,WRB,np,NNP,1,0,0,1,0
What is the cost of the drugs used in tuberculosis treatments ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many airline schools are there in the U.S. ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many major Nazi leaders went on trial after the war at Nuremberg ?,NUM,How,WRB,np,VBD,1,1,0,0,0
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell's tomato soup ?,NUM,What,WDT,np,VBN,0,1,0,0,0
How much money does the Sultan of Brunei have ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What month's third weekend is the Monterey Jazz Festival held on ?,NUM,What,WDT,np,VBZ,0,0,1,1,0
When was John D. Rockefeller born ?,NUM,When,WRB,auxpass,VBD,1,0,0,0,0
How long does James Bond like his eggs boiled ?,NUM,How,WRB,advmod,VBN,1,0,0,0,0
How many people are taller than 7 feet ?,NUM,How,WRB,np,VBP,0,0,0,0,1
How many islands make up Antigua ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many states have a lottery ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What ratio of children of ages between two and eleven watch ' The Simpsons ' ?,NUM,What,WDT,nc,NN,0,0,1,0,1
How many cities are there in Utah ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many visitors go to the Vatican each year ?,NUM,How,WRB,np,VBP,0,1,0,1,0
What is the population of Mexico ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What century did art's Romantic Period begin in ?,NUM,What,WDT,np,VBP,0,0,0,0,0
How many spaces follow a period at the end of a sentence ?,NUM,How,WRB,np,VBP,0,0,0,0,0
In what year was the Berlin Wall erected ?,NUM,In,IN,np,VBD,0,0,0,1,0
What is the weight of a teaspoon of matter in a black hole ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What is the approximate weight of a teaspoon of matter in a black hole ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How far is Yaroslavl from Moscow ?,NUM,How,WRB,advmod,VBZ,0,1,0,0,0
How many bytes are in a terabyte ?,NUM,How,WRB,np,VBP,0,0,0,0,0
Approximately how much does a teaspoon of matter weigh in a black hole ?,NUM,Approximately,RB,np,VB,0,0,0,0,0
When was the Congress of Vienna ?,NUM,When,WRB,ROOT,VBD,0,1,0,0,0
How much folic acid should a pregnant woman get each day ?,NUM,How,WRB,np,VB,0,0,0,1,0
What year was the first automobile manufactured ?,NUM,What,WDT,np,VBD,0,0,0,0,1
How many colonies did Germany get to keep after World War I ?,NUM,How,WRB,np,VB,0,1,1,0,0
How many states have a '' lemon law '' for new automobiles ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How old is Benny Carter ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
How many zeros are there in a trillion ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What are the statistics for drunken drivers in Maryland ?,NUM,What,WP,ROOT,VBP,0,1,0,0,0
What's the score of a forfeited baseball game ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many liberty bells have there been ?,NUM,How,WRB,np,VBN,0,0,0,0,0
How many Russians have landed on the moon ?,NUM,How,WRB,np,VBN,1,1,0,0,0
When was Franklin D. Roosevelt stricken with polio ?,NUM,When,WRB,auxpass,VBN,1,0,0,0,0
What is the starting salary for beginning lawyers ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What will the California gas tax be in the year 2000 ?,NUM,What,WP,aux,NN,0,1,0,1,0
What is the price for tuberculosis drugs ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What was the first minimum wage ?,NUM,What,WP,ROOT,VBD,0,0,0,0,1
How many people lived in Nebraska in the mid 1900s ?,NUM,How,WRB,np,VBD,0,1,0,1,0
What year was Janet Jackson's first album released ?,NUM,What,WDT,np,VBD,1,0,0,0,1
